id,comment 
2,"正品验证：京东自营购买的，很放心。
营养配方：营养还算很全面，等宝宝吃了看看效果。
消化吸收：消化还可以，吸收的话目前还看不出来，等吃一段时间再看看。
清火功效：目前没有发现上火，希望一直不要上火最好了。
溶解性：溶解还不错，基本都能化开来。
其他特色：京东物流很给力，基本当天下单第二天就到货的。"
3,"正品验证：和在实体店买的一模一样的，味道吃起来也是一样的。
消化吸收：小孩非常喜欢喝，喝了大便也非常正常，很容易消化吸收。
清火功效：之前也一直吃的这个牌子的，国内老品牌值得信赖，小孩吃了不上火
溶解性：入水就化了，轻轻摇几下就可以了，味道也不错，小孩很喜欢"
4,"正品验证：已经多次在京东上购买金领冠奶粉了，是正品，和在超市买的一样。罐底有追溯码验证是正品。
营养配方：这款奶粉营养成分丰富，富含DHA，核苷酸、&alpha;+&beta;、含1,3－二油酸_2_棕榈酸甘油三酯，宝宝5个月了一直喝这款奶粉，成长的非常好。
消化吸收：好消化吸收，宝宝很爱喝。
清火功效：宝宝喝不爱上火
溶解性：很好溶解，等奶粉溶解后再晃动奶瓶，更利于吸收。"
5,一直在京东上买珍护系列奶粉，活动时候最划算！味道清淡，有点甜，不上火，不便秘，容易消化，吃着放心！！现在换3段了，接着吃，京东自营的送货速度快，非常方便，第二天就能到达，不用储备，支持京东，支持伊利！！！！
6,正品验证，京东自营很好。积分兑110，感觉有点少。一直用这个牌子，孩子消化好，易溶解。营养配方很适合适龄儿童使用。京东快递一直那么给力。
7,从孩子一出生就是买这款奶粉，金领冠珍护是主打品牌，伊利国产大品牌，一点不比外国奶粉差，相反我觉得国产奶粉更好，更适合宝宝体质，奶香浓郁，营养丰富，消化吸收好，不上火。溶解性也很好，轻轻一晃就能轻松溶解，在京东经常有活动，物美价廉，简直是太棒了。
8,"消化吸收：宝宝一直用的这个配方奶粉。一到三转都一直用这个。喝完不拉肚子。
溶解性：溶解性非常好。用温水一冲。泡沫很少。"
9,"正品验证：是正品，扫了二维码，领了积分，而且是在京东自营店买的，应该是正品。
营养配方：营养配方均衡，宝宝健康，很好，会一直买。
消化吸收：很好消化很好吸收，身边的人也很多了在喝伊利金领冠
清火功效：吃了不上火。
溶解性：溶解性好，都不需要用调羹搅拌
其他特色：快递很快"
10,快递好快哟，晚上买第二天就到了，每次都查看了是正品，宝宝试了好几款奶粉，对这个奶粉最好，不上火，也爱喝，拉大便也好每天一次，长得也很好，很省心，宝宝都快一岁半了，下次要换3段喏，
1,消化吸收：我家宝宝一直在喝的一款奶粉，吸收挺好的，也不上火，这次主要是有618的活动，活动力度非常大，我们一下子买了好多，比平时便宜好多，并且还额外赠送了好多性价比高的礼物，孩子也很喜欢，大力支持京东，以后还会回购的，谢谢
2,"正品验证：是正品，没得怀疑，京东值得信任的，
营养配方：这个不怎么懂得，但是宝宝从小就是喝的这个牌子的奶粉，挺好的，
消化吸收：好吸收，宝宝喝着也不便秘，容易消化
清火功效：宝宝喝着没有上火，挺好的
溶解性：挺容易溶解，也没有泡泡，
其他特色：京东超市自营的商品物流真是特别棒，昨天晚上买的，今天就到，特别好，"
3,"消化吸收：吸收消化非常好，非常容易吸收宝宝抵抗力强
营养配方：营养配方科学，A加b创新配方，更适合宝宝，富含钙铁锌，膳食纤维。
溶解性：非常非常好溶解，溶解度高，没有奶块。
正品验证：经过验证都是正品宝宝从小喝到大，非常放心。
其他特色：这款奶粉的特色就是非常非常好喝，香浓。
下雨天，快递师傅送来风雨无阻，5星好评
清火功效：宝宝喝了不上火，非常棒非常好。"
4,孩子第一盒奶粉就是这个，很不错，又买了新的回来了，还是一如既往的好，会一直喝下去。现在这种情况还是国产的东西靠谱，放心，所以选择了这个牌子给孩子吃，真的很不错，孩子也喜欢喝，奶粉就要买适合自己孩子的，这一款真心不错，值得购买
5,"正品验证：正品无疑，还送了一条丝巾，摸着感觉非常好，国光时刻。
营养配方：配方精准，全面。
消化吸收：消化吸收好，孩子从六个月一直在吃金领冠珍护奶粉，没有不良反应。
清火功效：火气还好，喝奶粉一定要多喝水。
溶解性：溶解性很好，四十八度温水，只需要稍稍一晃，即可溶解。"
6,"正品验证：应该是正品，一直比较信任京东，京东自营的还是不错的！
营养配方：营养配方应该是全的，咱也不是特别懂这方面，伊利属于大牌子，应该不会辜负我们的！
消化吸收：宝贝消化很好，拉的大便黄黄的，很好！
清火功效：这个不太懂！
溶解性：溶解性也还不错，多摇晃一会就完全溶解了！"
7,"正品验证：肯定正品。自营放心。
营养配方：自己孩子很适合。反正要买最适合自己的。
消化吸收：正常。小孩子没有消化不良的情况发生。
清火功效：不上火。体质问题因人而异。
溶解性：京东此款细腻易溶解，其他平台不一定的。
其他特色：京东特价。经常有小礼物可以赠送，快递很快，购买放心。"
8,"金领冠的这款奶粉，在京东上购买，很放心，是
正品，营养配方也很全面，宝宝喝了暂时没有出现不消化的情况，吸收的很好，宝宝喝了也没有上火，便便也非常通畅，喝的时候奶粉很快就溶解了，再就是京东物流也特别的快，快递小哥服务态度很好，好评！"
9,冲着牌子买的，包装很好没有一点破损，而且看了一下日期，日期也非常的新鲜，侄子很喜欢喝，很好溶解，不会出现挂壁的情况，味道也不会特别的香，属于可以接受的正常的奶香味，第一次买这个，侄子喝完还会回购，下次活动可以多囤一点！价格真的很美丽
10,奶粉收到了，可能因为疫情的原因，发货时间一再推迟，我联系了京东客服，说明了我这边的困难，京东客服很快的就给我解决了问题，当天晚上就给我发货了，真是不错，我这已经是第四次购买了，我家宝宝食用这款奶粉没有任何问题，也非常爱喝。这款礼盒装是最实惠的一款了，还赠送了两小罐，非常不错。
1,"正品验证：正品
营养配方：营养全面
消化吸收：比较好吸收
清火功效：不太上火
溶解性：50度直接溶解，好溶
其他特色：发货速度特别快，第二天就收到，没耽搁。伊利大品牌，比较信赖，宝宝没出去就选的这款，京东上买的方便还便宜，快捷"
2,跟母婴店是同款，正品验证过了，疫情期间给宝宝换奶粉了，怕她不爱喝，到货后冲了一杯，才发现我的顾虑是多余的，奶粉质地很细腻，水温合适基本倒进去直接就溶解掉了，冲调出来奶香味醇厚，宝宝很爱喝，也没有发现上火的现象，有活动的时候，价格非常优惠
3,宝宝喜欢喝，每次都喝得特别干净 营养配方：1段适合新生儿 消化吸收：宝宝从一开始混合喂养，母乳不够后，奶粉量增加，宝宝体重稳定增长 清火功效：现在宝宝基本全部喝奶粉，也有便秘的情况，大便正常 溶解性：除了放奶粉的时候挂在瓶身上的，很容易在水中溶解 其他特色：快递很及时，价格有时浮动搞活动时买，已购多次
4,这款奶粉不错，从宝宝生下来，从一段到二段一直都吃这个品牌的奶粉，京东经常有各种活动，可以抢各种神券，配合着各种神券，一起来购买，这款奶粉性价比相当的高，孩子也很喜欢吃不上火，肠胃方面也没有出过任何问题，到现在基本上还没有为过清火宝，所以清火功效还是蛮不错的。
5,反正孩子从出生开始就是在网上买的，肯定是正品，我们都九个月了，长得跟大个，也挺胖的，营养配方，很好消化吸收，宝贝只有在两个月左右的时候便秘过，后来一直很正常，不用特意稀释，溶解的也很好，一罐可以喝不到一星期
6,"正品验证：京东自营的品质值得放心，扫过码而且已经买过很多次了，肯定正品。
消化吸收：宝宝吃这个奶粉消化很正常，大便基本都是黄颜色。不容易便秘。
清火功效：宝宝很少上火。
溶解性：溶解性很好，吃完奶瓶很少挂壁。
其他特色：奶粉很细腻，味道也很甜，宝宝很爱吃。
金领冠值得购买哦"
7,今年4月开始一直在这里买，京东自营店非常信赖，肯定是正品。有活动就买，孩子很爱喝，消化也好，很清淡，不上火，挺好冲开的，这次活动买三桶还有赠品，一箱安慕希橙子菠萝味儿酸奶，一箱伊利纯牛奶，简直太惊喜了，真的很不错！
8,"趁着活动力度，昨晚在直播抢了劵，就赶紧囤货啦。一直在喝珍护的这款奶粉，宝宝消化好，而且也不上火。
溶解性：很好溶解，轻轻摇几下就能溶解了，也不会出现挂壁
宝宝现在10个月了，这些奶粉应该够喝到12个月啦，到时候再换三段奶粉。"
9,"溶解性：很好溶解，不会挂壁
消化吸收：宝宝吃了挺好的，没便秘也没拉稀，一切正常"
10,前几天奶粉有活动买来的及购买，这两天正好又有活动了抓紧又买了一箱子，一箱子三罐半真心实惠，京东大品牌值得信赖。孩子吃这奶粉也放心，出生到现在一直吃这奶粉，孩子吃了之后很活泼，建议家长有条件的话还是买好一点的奶粉。以后还会坚持。
1,以前家里的宝宝都是喝羊奶粉，因为牛奶蛋白过敏，现在宝宝已经三岁了，就想着给他换一款牛奶奶粉。所以选择了金领冠。相信谢娜的代言。当然宝宝喝了之后也挺好的，毕竟三岁了嘛，也没有过敏了，宝宝也很适应，也已经喝了好几罐呢。京东的质量一直都很相信的。
2,虽然是第二次购买，但收到货后第一件事还是检验了一下真伪，结果出来还是比较放心的，正品无疑。宝宝现在吃的很好，营养比较均衡，而且放入水中稍微晃动记下就完全溶解了，宝宝容易消化吸收，不会便秘，不会上火，推荐大家购买。
3,一直都在京东上买，给宝宝买的奶粉，六一有活动，第二天就送到了，很快，有优惠，比实体店还便宜，又方便，直接送到家，大爱，宝宝喝了不上火，买的珍护的，应该比其他系列的营养要好一点吧，宝宝爱喝，妈妈放心，呵呵呵呵呵
4,"正品验证：正品
营养配方：好
消化吸收：好
清火功效：好
溶解性：较差
其他特色：物流配送较快
金领冠珍护价格较便宜，做活动900g300元左右；物流较快，3天就可以到货；营养吸收较好，宝宝身体长得快；溶解性差，难溶于水，充奶粉时有残留吸附在奶瓶上；物美价廉，值得购买！"
5,我家大宝从开始喝奶粉就在京东买  一直喝的是珍护  喝到三岁半  孩子喜欢喝  老二现在10个多月  继续这个系列  消化好大便不干  家里的箱子瓶子堆积好多  前几天卖给收破烂的  纸箱子瓶子加起来还卖了四五十块钱  哈哈哈  之前很多都当垃圾扔了   以后可以存着卖破烂  还会继续京东购买  放心  一直喝到老二不喝为止
6,两岁前一直是母乳，中途也买过很多奶粉，儿子都不喝。断奶后一直喝的纯牛奶，儿子很喜欢。我儿不怎么喜欢吃饭，想到奶粉营造均衡一些。就给儿子又重新选奶粉，试了这个金领冠，他不怎么排斥。奶粉小朋友也比较适应，自营店有保障，到货也很快，推荐。
7,"正品验证：没验证
消化吸收：还阔以
清火功效：还阔以
溶解性：非常好
其他特色：奶味十足，很清晰。
日期很新，请继续保持，
下次继续购买。"
8,不用说，伊利金领冠珍护奶粉一如既往的质量很好，能积分。营养好，容易吸收好消化，这款珍护奶粉喝了不上火。宝宝爱喝。这次用了优惠券很合算。还有赠品，我选了保温杯，超级合算好用，店家一如既往的发货快，客服态度很好，京东快递超级给力，送货员一如既往的很好。
9,宝宝一直吃这个营养很好，消化吸收很好，营养配方合理，是正品清清火去供暖，其他特色很喜欢吃，宝宝特别爱吃，一直吃的，宝宝很聪明很可爱还会继续吃吃一直相信以利相信国产以利，真的很好，不是进口的，吸收消化好，合理。
10,"我们老大刚出生时就是吃的这个，珍护金领冠，现在老二依旧吃这个！是正品，依旧非常的相信京东，快递给力，快递员给力，最重要的是货的品质有保障。
消化吸收：孩子吃了大便正常，目前有点黄疸，排的很黄。
正品验证：验证了是正品，没有任何问题，时间也很近！"
1,"正品验证：罐子底下有码可以验证真伪。
营养配方：配方非常棒，营养全面，复合益生菌、膳食纤维、铁锌钙配比都很好。
消化吸收：我最看重的就是消化吸收很好，看消化吸收就看孩子的排便情况，真的非常好哦。
清火功效：不上火。
溶解性：易溶解，好冲泡。
其他特色：勺子上面的卡通娃娃头孩子很喜欢，哈哈哈。我家一直实力宠这款奶粉，一罐接一罐的买，伴随孩子健康成长。"
2,儿子和女儿都在喝金领冠的奶粉，大品牌值得信赖。女儿挺喜欢喝这款金领冠珍护奶粉的，女儿肠胃不是很好，容易便秘，喝了这款奶粉明显的变好许多。吸收很不错的，每次要买奶粉的时候就去直播间抢优惠券，然后再来购买就非常的划算了
3,"正品验证：上官网验证了的确是正品，我非常的放心。
营养配方：配方很适合我的小孩，用，添加了二油酸棕榈酸的可以让宝宝排便更轻松。
消化吸收：宝宝吃了之后效果非常的好，再也不会拉肚子了，我非常喜欢这个牌子的奶粉。
清火功效：清火效果好，非常的好。
溶解性：溶解性也很好，放一点水就能融进去了。"
4,溶解性：昨晚下单，今天就收到货。马上就开封冲了一杯，用勺子拌几下就溶解在水里。溶解性非常强。伊利值得信赖！
5,"其他特色：物流绝对得给个大赞。当天下单。第二天就到了。包装完好。里面附赠小勺子。且在盖子上有卡槽。用来放置勺子。不和奶粉接触。盖子自带密封。
营养配方：配方适合我家孩子。所以一直都是用金领冠奶粉。
溶解性：后加奶粉轻轻一晃非常容易溶解。不结块。
清火功效：喝这个奶粉不上火是最大的好处。"
6,"正品验证：买过很多次了，已经扫码，可以积分，活动来送了一桶小小的，还有赠品，哈哈感觉不错
溶解性：很好溶解，很好
营养配方：看的挺全的应该不错吧，毕竟是大品牌，信赖
消化吸收：宝宝喝的不错，大便也正常，我也喝了两口。味道很不错，挺好喝的还，哈哈哈哈"
7,"正品验证：从来没有验证过，不需要验证的，相信京东商城自营一定是正品，家里有3个孩子喝过，都是在京东买的啊。
营养配方：营养配方很全面的。孩子所需都有的。
消化吸收：好吸收，孩子大便正常。
清火功效：一直喝着，孩子没上过火呢都很好。
溶解性：挺好冲的，温水冲，晃晃就溶解了。
其他特色：送货速度超级快，服务态度很好。"
8,是正品没错了，拿回来扫码领取积分，宝宝一岁一个月断的奶，刚开始喝的贝因美，不仅挂壁还上火，后来听朋友说这款比较好，立马在母婴店买了一桶试试，消化吸收特别好，溶解性非常高，平时都是四五十左右的温开水，倒入几勺奶粉轻轻晃动奶瓶就溶解了，看着宝宝喜欢喝，立马就在京东自营店里面下单了，刚好接上哈哈哈????已经打了158个字了，应该可以了吧哈哈哈???????????
9,金领冠珍护奶粉营养丰富搭配均衡，自从宝宝十个月时朋友推荐一直在喝，营养好吸收，含调理肠胃的益生菌，宝宝吃了也不上火，溶解性很好，几乎没有沉瓶底现象，宝宝最开始喝的那款奶粉真的很难溶解，挂壁是常见现象，但珍护真的很好。而且盒装买很划得来，还赠送了两箱牛奶，不论是宝宝喝的奶粉还是送的两箱牛奶日期都很新，特殊时期快递小哥很给力，赞
10,"消化吸收：很好消化
清火功效：不上火
溶解性：特别容易
其他特色：宝宝吃了越来越可爱
正品验证：是正品
营养配方：健康
物流特别给力，第二天就到了。赞??"
1,一直在京东自营购买奶粉，是正品，罐低有追溯码，还可以积分，可以对礼品，优惠很多，还有直播间，可以学到很多育儿知识，店铺里面也有积分，礼品都是大牌子的，质量都很不错，珍护系列奶粉味道清淡，不上火，小孩吸收的很好，长的白白胖胖的。
2,"正品验证：京东发货，必属正品，真货。
营养配方：营养配方均衡，满足宝宝生长发育所需营养。
消化吸收：消化吸收比较好，宝宝从六个月开始就一直吃金领冠珍护奶粉，非常好。
清火功效：多喝水，应该没有什么上火了。
溶解性：溶解性相当好，47度的水，搁进去奶粉，即可溶解。"
3,是正品，罐子底部有二维码可以扫描积分，里面含有丰富的微量元素，益生元，宝宝消化容易吸收，溶解性很强，买套盒还有赠品，真是不错，这次活动一下屯了好些，奶源地是新西兰牧场采购，口味口味清淡贴合母乳，宝宝很爱喝
4,从小就喝金领冠，从1段喝到4段，小的时候试过很多牌子，最后就接受金领冠，金领冠相对于其他进口奶粉来说，没有腥味，比如什么美，什么赋都有很重的腥味。身边一些不喝奶粉的宝宝，我都推荐给他喝金领冠，买也方便。
5,"宝宝还没断母乳之前就几开始给加奶粉，选了好久最终选择这个牌子，吃了之后宝宝体重各方面指标都逐步提升了，很健康。宝宝也很爱喝，到时间就要，不需担心不喝的问题。
买这个也很方便，快递直接送到家门口，包装完好，日期也很新，拆开后质量也很好，没有起坨。"
6,"正品验证：已经扫码溯源了，是正品，而且可以积分。
营养配方：含的微量元素很全面，给宝宝买这个珍护，对肠道是比较好的，我家宝宝经常便秘，喝了它不容易便秘。
消化吸收：好吸收，易消化。
溶解性：溶解性特别好，冲奶粉的时候不容易挂壁。
其他特色：我家宝宝特别爱喝?，他一日三餐都不少吃，但我还会给它加一些奶粉，补充食物中不足的营养成分。"
7,看到价格合适又再次入手，物流还是很快，包装保护的也完美，服务态度也好，有囤货没有开封，品质应该是没的说，一直在这里购买，有正规发票，宝宝吃了消化不错，不上火，溶解很好，有淡淡的奶香，淡淡的甜味，宝宝很是喜欢！
8,已经登陆网站验证.本品是官方正品金领冠珍护系列，营养配方丰富，宝宝喝着舒服，不挑剔，不上火，溶解很快，没有沉淀物，物流发货很快
9,"正品验证：官方认证
营养配方：营养杠杠的
消化吸收：宝宝特别爱喝
清火功效：大便通畅，不上火
溶解性：冲奶很快就能化"
10,"正品验证：这是京东自营商城购买的，自营商城质量很好的，查验了是正品，日期也很新鲜。
营养配方：营养丰富，营养成分多，适合宝宝喝
消化吸收：这款消化吸收功能很好，宝宝喝了很有营养，能很好的吸收
清火功效：自带清火功能，也不用另外再加清火药
溶解性：泡奶溶解的很快，很满意"
1,"正品验证：应该是正品，这个还是比较放心的，孩子喝着和之前店里买的没有区别。
营养配方：营养配方就不用说了吧，毕竟伊利是****，最有实力的奶制品商。
消化吸收：孩子喝着很好，没有腹泻或大便干燥等问题。
清火功效：只能说好喝不上火。
其他特色：总之，这款奶粉很好，孩子也愿意喝。"
2,"【商品】伊利奶粉 金领冠珍护系列 较大婴儿配方奶粉 2段900克(6-12个月适用)
【评价】伊利老牌子了！现在去超市都少了，大部分奶粉都在这买！速度快是最大优点，要继续保持哦！其次质量有保证，平时在网上购物假货风险比较大，从这上买得放心，吃得安心，不用跑超市，而且优惠了很多！这次买的都挺满意的，值得信赖，很好，满意！推介购买！儿子喝得非常的香，很爱喝！！！！推介购买呀！！！！"
3,儿子从出生到现在，一直吃伊利珍护奶粉。从一段到现在吃到三段，从没出现大便发干或消化不良的现象非常好的奶粉。奶粉非常好溶解，只需要轻微晃动一下奶瓶就可以全部溶解。马上到春节了，上次买的三桶，儿子吃的很快感觉不太够，赶紧给儿子又加购了一桶
4,买了点，有优惠，比店里便宜不少。真假也不会看，应该是真的吧。宝宝的口粮，店家应该不会骗人的。否则，仅此一次，不会再回头买了。物流挺快的，包装也非常严实。今天还下雨，小哥给我送到家楼下，真的是很感动！好评吧！
5,"消化吸收：宝宝每次喝完都很舒服的睡觉，长得也壮壮的，没有出现任何的问题。
正品验证：打电话致电统一电话，查询是正品，可以放心食用
溶解性：放到温水里顺时针晃动很快就溶解，呈乳白色，喝起来味道棒棒哒。
营养配方：特别添加OPO宝宝喝了更有益于身体健康。
其他特色：家里已经数不清喝了多少桶了，继续支持"
6,这款奶粉从一档综艺节目的广告中看到的，孩子因为广告效益想要买来尝尝，奶粉的味道一般都是很甜的，现在配方奶粉营养比较均衡，孩子一直在坚持喝，希望能够给宝贝提供充足的营养，帮助健康成长！快递也很给力，包装很完整！
7,本来是打算先买一罐给儿子试吃的，老公让我直接买个两三罐（女儿吃的也是这款）！刚好看到买两罐送湿巾就直接买两罐了！之前我儿子吃飞鹤星飞帆的，总是上火.便秘，特别不爱吃辅食！后来换金领冠珍护的，好些了，辅食也爱了！奶粉，湿巾日期都很新鲜！
8,扫码每次都有积分，应该是正品没错。这款奶粉真的一点儿都不上火，宝宝喝了特别好。而且本人特别喜欢罐口和奶粉勺的设计，很人性化。唯一一点遗憾就是溶解性粉不是特别的好，其他方面真是挑不出任何毛病。另外就是一如既往的赞一下京东快递。不管是城区还是村里，都能次日达，棒棒哒！！快递小哥的服务态度也很好。
9,"正品验证：很好正品
营养配方：很好
消化吸收：宝宝喜欢喝
清火功效：不上火
溶解性：很好溶解40度水正好
其他特色：宝宝爱喝比什么都重要，不爱喝配方再好也没用，这个牌子的奶粉我们宝宝最爱喝，市面上几乎所有的牌子都喝过这款最受宝宝欢迎，宝宝喝了胖乎乎的很健康，拉屎也顺畅。好评"
10,活动期间囤的货，都说伊利奶粉对肠胃非常的好，买了几盒，她之前吃的是启赋蓝钻一只拉绿色的臭臭，希望喝伊利金领冠珍护能够改善宝宝臭臭问题，宝宝爱喝的话，也一直继续购买，主要成分里没有香精。这样长期给宝宝喝也很放心。
1,从第一段向第二段进行过度，绝对正品，每桶都能进行扫码积分，注赠品180g不能进行积分。孩子和这款奶粉5个月零20天，一直很好，从营养吸收到便便表现完美。逐渐向奶爸方向发展，从零到一百，慢慢成长。希望宝宝健康成长，会一直喝这款奶粉。加油！
2,"正品验证：是正品
营养配方：很不错
消化吸收：易消化易吸收
清火功效：宝宝吃了从来不便秘上火
溶解性：挺不错的
其他特色：质感细腻"
3,买京东自营，送货就是快，下午下单，第二天就到了。谢娜代言广告的奶粉！溶解性非常好，倒好水，再放上奶粉，晃动奶瓶三、四下，奶粉就溶解了。京东包装也很好，到货完整，没有破损送，变形。快寄员很有礼貌！这次的价格也不错，非常满意的一次网购。
4,"营养配方： 营养全面，安全放心
消化吸收： 宝宝喝完好吸收，不便秘，不上火
奶粉非常好，之前宝宝喝的其他牌子的奶粉，一直拉绿便，不长肉，后来换成珍护，就都正常了，果然是好奶粉！喝珍护，是我做的最正确的决定！每次买的奶粉日期都很新鲜，店铺经常有促销活动和优惠券，价格合理，值得购买哦！现在宝宝正在转二段，奶粉囤起来吧！"
5,是正品，宝宝很好吸收，喝了以后不上火，宝宝很爱喝
6,伊利奶粉，真的很好以前宝贝便秘，拉不出来粑粑，喝了这个奶粉后再也不便秘了，味道也很好。大宝小宝一直都喝这个牌子的奶粉
7,京东买的这款伊利奶粉 金领冠珍护系列 幼儿配方奶粉 3段900克（1-3岁幼儿适用）收到了，京东快递也是一如既往的快，包装完好，里面的东西 也没有任何的损坏或者缺漏。买了一个来试试。选的是这款，与商品详情描述的一模一样。也没有任何的损坏或者缺漏，量足，与商品详情描述的一模一样，日期很新鲜吃了还想吃，根本停不下来，准备多入手几个，，以备不时之需。客服耐心很好，帮我解决了好多问题，谢谢。
8,溶解性：溶解性很好，易溶解，无挂壁，非常好，宝宝从一岁开始喝珍护，现在快四岁了，依然坚持喝珍护，希望给他的是适合他的，是更好的奶粉！这次是买了寄回老家了，还没看，不过应该没问题，希望一如既往的好！积分没看到，等回家后再积分
9,正品，消化吸收好，溶解性好，孩子从出生就开始吃这个品牌的奶粉专门为亚洲宝宝设计，很满意
10,一直在在买金领冠珍护的奶粉，孩子出生到现在了一直吃这个奶粉一直很好，冲奶粉的时候没有出现小疙瘩。还有各种孩子体质成长的有益成份，真的很棒，京东物流也很快，昨天晚上下单，第2天一早就送到了。奶粉的价格也比超市优惠很多。信赖京东大品牌。希望一直保持品质和服务。
1,宝宝一直喝伊利金领冠奶粉，长得特别好，小孩奶粉最关键是放心，我觉得现在国产奶粉是没有问题的。宝宝从8个月开始断掉母乳，喝珍护系列从来不上火，珍护系列是最接近母乳的，里面含有opo结构，而且网上买奶粉也很方便安全，完全没有任何顾虑
2,看了那么多奶粉还是觉得国产可靠，国产还是伊利金领冠最可靠，奶粉味道甜味淡很适合小宝宝断奶的时候就给她喝，我宝宝10个月段母乳试了好几种奶粉她都不喝，知有伊利金领冠珍护她喜欢喝，而且不上火，奶粉很容易溶解，也不会挂壁非常满意会一直买。
3,挺好的，验证了是正品，还没有给孩子吃，吃完追评吧，送货超级快，在京东自营店已经买了很多次奶粉了，都没有买到假货，真是太靠谱了
4,孩子出生一直喝的金领冠珍护产品，很适合宝宝的一款奶粉，国内排行榜第一的奶粉确实更给力，配方也是特别适合婴儿的一款。我会一直支持伊利金领冠珍护产品。加油?，中国加油，武汉加油，伊利加油，金领冠加油！喝喝喝
5,"正品验证：罐底有溯源码哦，可以直接扫描，对于京东自营还是很信赖的
营养配方：孩子出生不久就喝这款了，很不错哦，opo Dha各种营养比较全面哦
消化吸收：孩子消化挺好的，很少会消化不良
清火功效：这款奶粉不上火哦，夏天可以多给宝宝喂点水
溶解性：溶解挺快的，只需要摇几下就就可以了！"
6,"溶解性：很快溶解，无结块。添加很多维生素啥的
消化吸收：宝宝吸收很好，没有便秘和拉肚子。"
7,正品验证：金领冠珍护性价比高，营养全面，易吸收，宝宝喝了不会上火，非常的信赖，3岁以上宝宝也需要奶粉，奶粉搭配主食，营养才会更加的全面，奶粉我选择珍护，可能不是最贵的，但就是最适合他的，京东服务一流，物流非常的给力，信赖京东自营
8,"正品验证：购买后可以积分，绝对正品
消化吸收：孩子喝了之后，拉粑粑正常！
其他特色：口感好，不像其他的口味太甜
清火功效：肠道吸收，排便正常
溶解性：速溶的，"
9,两个宝宝一直喝伊利金领冠系列奶粉，觉得确实不错，味道好宝宝喜欢，易吸收长的很好，没坏肚子等不良反应，比较信赖，尤其是珍护非常好。希望企业坚持品牌和品质，努力做一家国际乳制品企业，成为国人的骄傲。一定要坚持品质，做企业、做产品！
10,"我家俩京东账号都在用优惠券买金领冠，哈哈哈
9年前我家大宝儿子吃的就是金领冠，当时孩子吃的就很好，孩子吃得非常胖，上学了也聪明，当时网购还没这么方便，都是实体店买，现在真是太方便了，网京东上优惠也大，配送速度也快，当天下单，第二天就能收到货。这老二闺女没出生我就给她准备上金领冠，冲时容易溶解，这吃了10多天，宝宝不排斥，喝了不上火，孩子大便也好，吸收也是非常好。"
1,"正品验证：有追溯码和积分码，扫了下是正品。有时候在商场买的他们把标签接下来扫了积分再用胶水粘上去真的很无语。
营养配方：金领冠的奶粉还是适合中国宝宝的，不错。
消化吸收：消化当年还好，排便很正常。没有上火的情况。
溶解性：溶解性也很好，一下子就溶解了，没有出现成块的现象。"
2,"正品验证：奶粉是正品，
营养配方：奶粉含OP0
含1.3-二油酸-2-棕榈酸甘油三酯，含核苷酸
消化吸收：宝宝吃了吸收很好，消化也好
清火功效：而且宝宝一直吃这款奶粉也不上火，里面有清火功效
溶解性：奶粉一到奶瓶里溶解很快也不会起团
其他特色：反正这款奶粉非常好，跟母乳很相近，妈妈们买了这款奶粉决对不会后悔，希望京东自营越来越好"
3,宝宝三段奶粉选了很多，最终锁定珍护。确实不错，宝宝一直喝，不上火不便秘，宝宝很爱喝，活动价格超级划算
4,第二次购买，挺好的，使用了优惠券，便宜了好多，比超市里便宜。定制的新年纸盒，很喜庆，很有年味。
5,一直买小罐的，这次买了个大罐的，跟小罐奶粉一样。京东自营的是正品，奶粉口感很好，孩子很喜欢喝，孩子出生以后一直喝的这个，也没上火，严格按照标准来就可以，味道清淡，也不腥。京东物流也方便，今天买隔天到，不用担心孩子断粮问题。
6,包装好，密封完整，奶粉口感好，微甜，溶解快，宝宝爱喝，奶味特别浓
7,还是之前的感觉，哈哈，顺滑入口，孩子喜欢，大人省心，喝了不上火挺好的，绝对值，比进口的好，相信国产，支持我的国，加油，加油，中国奶粉，家里喝的纯奶也是伊利的，很好，很棒，孩子喝的很健康，很壮的，哈哈哈哈哈哈嗝
8,搞活动时候买的，超级划算，之前给儿子喝的金领冠睿护，儿子也很喜欢，这次碰上珍护搞活动，就想着试试，没想到儿子更喜欢这个味道！以前一天两顿，现在都能喝三四壶，而且每次喝的量也增多了！下次喝完还会给他买珍护，虽然睿护也挺好！
9,宝宝从出生一直喝这个品牌的奶粉，最近断奶了，喝得更多了，很不错，跟从孕婴店里买的一样，京东物流派送非常快，第二天就收到货了，宝宝很喜欢，儿子11个月扶着东西可以走路了
10,"营养配方：含膳食纤维，膳食纤维有助于维持正常肠道功能，
清火功效：含核苷酸，
正品验证：原料全脂奶粉来源于新西兰，
溶解性：好冲调，易溶解，
消化吸收：易消化，好吸收，
其他特色：宝宝爱喝，妈妈放心，
京东品质，值得信赖，活动优惠力度大，非常不错，特殊时期一次多囤几罐，满意"
1,很好溶解，很好充，奶味很浓，特别香甜，有点像旺仔牛奶的味道，孩子很爱喝
